symbol,names_raw,provenance,charge,cas,source_count,formula_raw,molar_mass_raw,molar_mass_unit,raw_cells,data_page
GeO2_OH-1(2),,"{""bbox_points"": [65.52, 138.96000000000004, 532.68, 173.88], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GES.PDF""}",-2,,3,Ge(1)H(2)O(4),138.644,source column Mol. mass (unit not stated on table),"[""-2"", ""---"", ""3"", ""Ge(1)H(2)O(4)"", ""138.644""]",15
"GeO2(hexag,s)","Germanium(IV) oxide, hexagonal, white; Germanium(IV) oxide, beta","{""bbox_points"": [65.52, 192.36, 532.68, 237.36000000000004], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GES.PDF""}",0,1310-53-8,7,Ge(1)O(2),104.629,source column Mol. mass (unit not stated on table),"[""0"", ""1310-53-8"", ""7"", ""Ge(1)O(2)"", ""104.629""]",15
"GeO2(tetrag,s)","Argutite; Germanium(IV) oxide, alpha; Germanium dioxide; Germanium(IV) oxide,
tetragonal; Germanium(IV) oxide, rutile-like","{""bbox_points"": [65.52, 255.84000000000006, 532.68, 311.16], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GES.PDF""}",0,,4,Ge(1)O(2),104.629,source column Mol. mass (unit not stated on table),"[""0"", ""---"", ""4"", ""Ge(1)O(2)"", ""104.629""]",15
GeP(s),Germanium phosphide,"{""bbox_points"": [65.52, 329.52000000000004, 532.68, 374.64], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GES.PDF""}",0,,1,Ge(1)P(1),103.604,source column Mol. mass (unit not stated on table),"[""0"", ""---"", ""1"", ""Ge(1)P(1)"", ""103.604""]",15
Glucosaminic-1,,"{""bbox_points"": [65.52, 393.12, 532.68, 427.91999999999996], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GES.PDF""}",-1,,50,C(6)H(12)N(1)O(6),194.164,source column Mol. mass (unit not stated on table),"[""-1"", ""---"", ""50"", ""C(6)H(12)N(1)O(6)"", ""194.164""]",15
Glycerol,"Glycerol; Glycerin; Propane-1,2,3-triol","{""bbox_points"": [65.52, 446.4, 532.68, 491.4], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GES.PDF""}",0,56-81-5,21,C(3)H(8)O(3),92.0947,source column Mol. mass (unit not stated on table),"[""0"", ""56-81-5"", ""21"", ""C(3)H(8)O(3)"", ""92.0947""]",15
H+1,Hydrogen ion; Proton,"{""bbox_points"": [65.52, 509.88, 532.68, 555.0], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GES.PDF""}",1,12408-02-5,31679,H(1),1.00794,source column Mol. mass (unit not stated on table),"[""1"", ""12408-02-5"", ""31679"", ""H(1)"", ""1.00794""]",15
H+1_2SHEtol-1,2-Mercaptoethanol; Mercaptoethanol; Monothioglycol,"{""bbox_points"": [65.52, 573.36, 532.68, 618.48], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GES.PDF""}",0,60-24-2,4,C(2)H(6)O(1)S(1),78.1290,source column Mol. mass (unit not stated on table),"[""0"", ""60-24-2"", ""4"", ""C(2)H(6)O(1)S(1)"", ""78.1290""]",15
H+1_57DiCl8OHQuin-1,"5,7-Dichloro-8-hydroxyquinoline","{""bbox_points"": [65.52, 636.96, 532.68, 681.96], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 15, ""source_file"": ""GES.PDF""}",0,,3,C(9)H(5)Cl(2)N(1)O(1),214.051,source column Mol. mass (unit not stated on table),"[""0"", ""---"", ""3"", ""C(9)H(5)Cl(2)N(1)O(1)"", ""214.051""]",15
H+1_6IKoj-1,6-Iodokojic acid; 3-Hydroxy-6-(hydroxymethyl)-2-iodo-4H-pyran-4-one,"{""bbox_points"": [65.52, 57.0, 532.68, 102.12], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GES.PDF""}",0,,2,C(6)H(5)I(1)O(4),268.003,source column Mol. mass (unit not stated on table),"[""0"", ""---"", ""2"", ""C(6)H(5)I(1)O(4)"", ""268.003""]",16
H+1_8OH2MeQuin-1,8-Hydroxy-2-methylquinoline; 2-Methyl-8-hydroxyquinoline,"{""bbox_points"": [65.52, 120.60000000000002, 532.68, 165.60000000000002], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GES.PDF""}",0,,3,C(10)H(9)N(1)O(1),159.188,source column Mol. mass (unit not stated on table),"[""0"", ""---"", ""3"", ""C(10)H(9)N(1)O(1)"", ""159.188""]",16
H+1_Citric-3,,"{""bbox_points"": [65.52, 184.08000000000004, 532.68, 219.0], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GES.PDF""}",-2,,93,C(6)H(6)O(7),190.109,source column Mol. mass (unit not stated on table),"[""-2"", ""---"", ""93"", ""C(6)H(6)O(7)"", ""190.109""]",16
H+1_ClKojic-1,Chlorokojic acid; 3-Chloro-5-hydroxy-2-hydroxymethyl-4-pyrone,"{""bbox_points"": [65.52, 237.36000000000004, 532.68, 282.48], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GES.PDF""}",0,,2,C(6)H(5)Cl(1)O(4),176.556,source column Mol. mass (unit not stated on table),"[""0"", ""---"", ""2"", ""C(6)H(5)Cl(1)O(4)"", ""176.556""]",16
H+1_Comenic-2,,"{""bbox_points"": [65.52, 300.96, 532.68, 335.76000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GES.PDF""}",-1,,2,C(6)H(3)O(5),155.087,source column Mol. mass (unit not stated on table),"[""-1"", ""---"", ""2"", ""C(6)H(3)O(5)"", ""155.087""]",16
H+1_F-1,,"{""bbox_points"": [65.52, 354.24, 532.68, 389.04], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GES.PDF""}",0,,142,F(1)H(1),20.0063,source column Mol. mass (unit not stated on table),"[""0"", ""---"", ""142"", ""F(1)H(1)"", ""20.0063""]",16
H+1_Ferron-2,,"{""bbox_points"": [65.52, 407.52000000000004, 532.68, 442.44000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GES.PDF""}",-1,,6,C(9)H(5)I(1)N(1)O(4)S(1),350.103,source column Mol. mass (unit not stated on table),"[""-1"", ""---"", ""6"", ""C(9)H(5)I(1)N(1)O(4)S(1)"", ""350.103""]",16
H+1_Glycolic-1,,"{""bbox_points"": [65.52, 460.91999999999996, 532.68, 495.71999999999997], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GES.PDF""}",0,,4,C(2)H(4)O(3),76.0520,source column Mol. mass (unit not stated on table),"[""0"", ""---"", ""4"", ""C(2)H(4)O(3)"", ""76.0520""]",16
H+1_Kojic-1,"Kojic acid; 5-Hydroxy-2-hydroxymethyl-4H-pyran-4-one; 5-Hydroxy-2-hydroxymethyl-4-
pyronic acid; 3-Hydroxy-6(hydroxymethyl)-4H-pyran-4-one; 2-Hydroxymethyl-5-hydroxy-
gamma-pyrone; 2-Hydroxy-5-hydroxymethyl-4H-pyran-4-one","{""bbox_points"": [65.52, 514.2, 532.68, 579.6], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GES.PDF""}",0,501-30-4,8,C(6)H(6)O(4),142.111,source column Mol. mass (unit not stated on table),"[""0"", ""501-30-4"", ""8"", ""C(6)H(6)O(4)"", ""142.111""]",16
H+1_Lactic-1,,"{""bbox_points"": [65.52, 598.08, 532.68, 633.0], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GES.PDF""}",0,,14,C(3)H(6)O(3),90.0788,source column Mol. mass (unit not stated on table),"[""0"", ""---"", ""14"", ""C(3)H(6)O(3)"", ""90.0788""]",16
H+1_Lawsone-1,"2-Hydroxy-1,4-naphthoquinone; C.I. 75480; Natural Orange 6","{""bbox_points"": [65.52, 651.36, 532.68, 696.48], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 16, ""source_file"": ""GES.PDF""}",0,83-72-7,3,C(10)H(6)O(3),174.156,source column Mol. mass (unit not stated on table),"[""0"", ""83-72-7"", ""3"", ""C(10)H(6)O(3)"", ""174.156""]",16
H+1_Maltol-1,"Maltol; 3-Hydroxy-2-methyl-4-pyrone; Larixinic acid; 3-Hydroxy-2-methyl-4H-pyran-4-
one; 2-Methyl-3-hydroxy-4-pyrone","{""bbox_points"": [65.52, 57.0, 532.68, 112.32000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GES.PDF""}",0,118-71-8,8,C(6)H(6)O(3),126.112,source column Mol. mass (unit not stated on table),"[""0"", ""118-71-8"", ""8"", ""C(6)H(6)O(3)"", ""126.112""]",17
H+1_Oxalic-2,,"{""bbox_points"": [65.52, 130.8, 532.68, 165.60000000000002], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GES.PDF""}",-1,,38,C(2)H(1)O(4),89.0275,source column Mol. mass (unit not stated on table),"[""-1"", ""---"", ""38"", ""C(2)H(1)O(4)"", ""89.0275""]",17
H+1_Oxine-1,8-Hydroxyquinoline; 8-Quinolinol; 8-Hydroxy-1-azanaphthalene; Oxine,"{""bbox_points"": [65.52, 184.08000000000004, 532.68, 229.20000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GES.PDF""}",0,148-24-3,7,C(9)H(7)N(1)O(1),145.161,source column Mol. mass (unit not stated on table),"[""0"", ""148-24-3"", ""7"", ""C(9)H(7)N(1)O(1)"", ""145.161""]",17
H+1_Sulfox-2,,"{""bbox_points"": [65.52, 247.56000000000003, 532.68, 282.48], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GES.PDF""}",-1,,5,C(9)H(6)N(1)O(4)S(1),224.211,source column Mol. mass (unit not stated on table),"[""-1"", ""---"", ""5"", ""C(9)H(6)N(1)O(4)S(1)"", ""224.211""]",17
H+1_Tartaric-2,,"{""bbox_points"": [65.52, 300.96, 532.68, 335.76000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GES.PDF""}",-1,,39,C(4)H(5)O(6),149.080,source column Mol. mass (unit not stated on table),"[""-1"", ""---"", ""39"", ""C(4)H(5)O(6)"", ""149.080""]",17
H+1_Tropolone-1,"Tropolone; 1-Hydroxycyclohepta-3,5,7-trien-2-one; 2-Hydroxy-2,4,6-cycloheptatrien-1-
one","{""bbox_points"": [65.52, 354.24, 532.68, 409.44], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GES.PDF""}",0,533-75-5,6,C(7)H(6)O(2),122.123,source column Mol. mass (unit not stated on table),"[""0"", ""533-75-5"", ""6"", ""C(7)H(6)O(2)"", ""122.123""]",17
H+1(2)_4ClCat-2,"4-Chlorocatechol; 4-Chloro-1,2-dihydroxybenzene","{""bbox_points"": [65.52, 427.91999999999996, 532.68, 473.0400000000001], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GES.PDF""}",0,,3,C(6)H(5)Cl(1)O(2),144.558,source column Mol. mass (unit not stated on table),"[""0"", ""---"", ""3"", ""C(6)H(5)Cl(1)O(2)"", ""144.558""]",17
H+1(2)_4NitrCat-2,"4-Nitrocatechol; 1,2-Dihydroxy-4-nitrobenzene","{""bbox_points"": [65.52, 491.4, 532.68, 536.52], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GES.PDF""}",0,3316-09-4,9,C(6)H(5)N(1)O(4),155.110,source column Mol. mass (unit not stated on table),"[""0"", ""3316-09-4"", ""9"", ""C(6)H(5)N(1)O(4)"", ""155.110""]",17
H+1(2)_Cat-2,"Pyrocatechol; Catechol; 1,2-Benzenediol; 1,2-Dihydroxybenzene; CAT","{""bbox_points"": [65.52, 555.0, 532.68, 600.0], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GES.PDF""}",0,120-80-9,49,C(6)H(6)O(2),110.112,source column Mol. mass (unit not stated on table),"[""0"", ""120-80-9"", ""49"", ""C(6)H(6)O(2)"", ""110.112""]",17
H+1(2)_Chromotropic-4,,"{""bbox_points"": [65.52, 618.48, 532.68, 653.4], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GES.PDF""}",-2,,9,C(10)H(6)O(8)S(2),318.273,source column Mol. mass (unit not stated on table),"[""-2"", ""---"", ""9"", ""C(10)H(6)O(8)S(2)"", ""318.273""]",17
H+1(2)_Citric-3,,"{""bbox_points"": [65.52, 671.76, 532.68, 706.6800000000001], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 17, ""source_file"": ""GES.PDF""}",-1,,39,C(6)H(7)O(7),191.117,source column Mol. mass (unit not stated on table),"[""-1"", ""---"", ""39"", ""C(6)H(7)O(7)"", ""191.117""]",18
H+1(2)_GeO3-2,,"{""bbox_points"": [65.52, 75.48000000000002, 532.68, 110.40000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GES.PDF""}",0,,3,Ge(1)H(2)O(3),122.644,source column Mol. mass (unit not stated on table),"[""0"", ""---"", ""3"", ""Ge(1)H(2)O(3)"", ""122.644""]",18
H+1(2)_GeO3-2_(s),,"{""bbox_points"": [65.52, 128.88, 532.68, 163.68000000000006], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GES.PDF""}",0,,1,Ge(1)H(2)O(3),122.644,source column Mol. mass (unit not stated on table),"[""0"", ""---"", ""1"", ""Ge(1)H(2)O(3)"", ""122.644""]",18
H+1(2)_Malic-2,"Malic acid; Hydroxybutanedioic acid; L-Malic acid; L-Hydroxybutandioic acid; (S)-(-)-
Hydroxysuccinic acid; (S)-(-)-Malic acid; 2-Hydroxysuccinic acid; Hydroxyethane-1,2-
dicarboxylic acid","{""bbox_points"": [65.52, 182.16000000000003, 532.68, 247.56000000000003], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GES.PDF""}",0,97-67-6,18,C(4)H(6)O(5),134.089,source column Mol. mass (unit not stated on table),"[""0"", ""97-67-6"", ""18"", ""C(4)H(6)O(5)"", ""134.089""]",18
H+1(2)_NTA-3,,"{""bbox_points"": [65.52, 266.04, 532.68, 300.96], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GES.PDF""}",-1,,4,C(6)H(8)N(1)O(6),190.133,source column Mol. mass (unit not stated on table),"[""-1"", ""---"", ""4"", ""C(6)H(8)N(1)O(6)"", ""190.133""]",18
H+1(2)_Tiron-4,,"{""bbox_points"": [65.52, 319.32000000000005, 532.68, 354.24], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GES.PDF""}",-2,,27,C(6)H(4)O(8)S(2),268.213,source column Mol. mass (unit not stated on table),"[""-2"", ""---"", ""27"", ""C(6)H(4)O(8)S(2)"", ""268.213""]",18
H+1(3)_Citric-3,,"{""bbox_points"": [65.52, 372.72, 532.68, 407.52000000000004], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GES.PDF""}",0,,51,C(6)H(8)O(7),192.125,source column Mol. mass (unit not stated on table),"[""0"", ""---"", ""51"", ""C(6)H(8)O(7)"", ""192.125""]",18
H+1(3)_EDTA-4,,"{""bbox_points"": [65.52, 426.0, 532.68, 460.91999999999996], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GES.PDF""}",-1,,12,C(10)H(15)N(2)O(8),291.238,source column Mol. mass (unit not stated on table),"[""-1"", ""---"", ""12"", ""C(10)H(15)N(2)O(8)"", ""291.238""]",18
H+1(3)_GeO3-2(2),,"{""bbox_points"": [65.52, 479.28000000000003, 532.68, 514.2], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GES.PDF""}",-1,,1,Ge(2)H(3)O(6),244.280,source column Mol. mass (unit not stated on table),"[""-1"", ""---"", ""1"", ""Ge(2)H(3)O(6)"", ""244.280""]",18
H+1(3)_HOEDTA-3,"HOEDTA; HEDTA; Versenol; N-(2-Hydroxyethyl)ethylenediaminetriacetic acid; N-
Carboxymethyl-N'-(2-hydroxyethyl)-N,N'-ethylenediglycine; HEEDTA; N-
(Hydroxyethyl)diaminoethane-N,N',N'-triethanoic acid","{""bbox_points"": [65.52, 532.68, 532.68, 598.08], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GES.PDF""}",0,150-39-0,16,C(10)H(18)N(2)O(7),278.262,source column Mol. mass (unit not stated on table),"[""0"", ""150-39-0"", ""16"", ""C(10)H(18)N(2)O(7)"", ""278.262""]",18
H+1(3)_MeEDTA-4,,"{""bbox_points"": [65.52, 616.5600000000001, 532.68, 651.36], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GES.PDF""}",-1,,3,C(11)H(17)N(2)O(8),305.265,source column Mol. mass (unit not stated on table),"[""-1"", ""---"", ""3"", ""C(11)H(17)N(2)O(8)"", ""305.265""]",18
H+1(3)_TriEtOlAm,,"{""bbox_points"": [65.52, 669.84, 532.68, 704.76], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 18, ""source_file"": ""GES.PDF""}",3,,1,C(6)H(18)N(1)O(3),152.214,source column Mol. mass (unit not stated on table),"[""3"", ""---"", ""1"", ""C(6)H(18)N(1)O(3)"", ""152.214""]",19
H+1(4)_EDTA-4,"Edetic Acid; EDTA; Ethylenediaminetetraacetic acid; N,N'-1,2-Ethanediylbis[N-
(carboxymethyl)glycine; Ethylenedinitrilotetraacetic acid; 1,2-Diamino-N,N,N',N'-
ethane tetraacetic acid; Versene Acid; (1,2-Ethanediyldinitrilo)tetraacetic acid;
H4edta; Sequestric acid","{""bbox_points"": [65.52, 75.48000000000002, 532.68, 151.20000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 19, ""source_file"": ""GES.PDF""}",0,60-00-4,13,C(10)H(16)N(2)O(8),292.246,source column Mol. mass (unit not stated on table),"[""0"", ""60-00-4"", ""13"", ""C(10)H(16)N(2)O(8)"", ""292.246""]",19
H+1(4)_Gallic-4,"Gallic acid; 3,4,5-Trihydroxybenzoic acid","{""bbox_points"": [65.52, 169.56000000000006, 532.68, 214.68000000000006], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 19, ""source_file"": ""GES.PDF""}",0,149-91-7,16,C(7)H(6)O(5),170.122,source column Mol. mass (unit not stated on table),"[""0"", ""149-91-7"", ""16"", ""C(7)H(6)O(5)"", ""170.122""]",19
H+1(4)_MeEDTA-4,"1,2-Diaminopropane-N,N,N',N'-tetraacetic acid; 1,2-Propylenedinitrilotetraacetic
acid; PDTA (i-propyl); Propylenedinitrilotetraacetic acid; DL-
(Methylethylene)dinitrilotetraacetic acid; Methylethylenediaminetetraacetic acid;
Propylene-1,2-diaminetetraacetic acid; MEDTA (C1-Methyl)","{""bbox_points"": [65.52, 233.16000000000003, 532.68, 308.76000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 19, ""source_file"": ""GES.PDF""}",0,4408-81-5,2,C(11)H(18)N(2)O(8),306.273,source column Mol. mass (unit not stated on table),"[""0"", ""4408-81-5"", ""2"", ""C(11)H(18)N(2)O(8)"", ""306.273""]",19
H+1(4)_Tiron-4,"Tiron; Catechol-3,5-disulphonic acid; Pyrocatechol-3,5-disulfonic acid; Tiferron;
4,5-Dihydroxy-1,3-benzenedisulfonic acid","{""bbox_points"": [65.52, 327.24, 532.68, 382.44], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 19, ""source_file"": ""GES.PDF""}",0,149-45-1,4,C(6)H(6)O(8)S(2),270.229,source column Mol. mass (unit not stated on table),"[""0"", ""149-45-1"", ""4"", ""C(6)H(6)O(8)S(2)"", ""270.229""]",19
H+1(5)_GeO3-2(3),,"{""bbox_points"": [65.52, 400.92, 532.68, 435.84], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 19, ""source_file"": ""GES.PDF""}",-1,,1,Ge(3)H(5)O(9),366.924,source column Mol. mass (unit not stated on table),"[""-1"", ""---"", ""1"", ""Ge(3)H(5)O(9)"", ""366.924""]",19
H2(g),Hydrogen gas; Hydrogen,"{""bbox_points"": [65.52, 454.2, 532.68, 499.32], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 19, ""source_file"": ""GES.PDF""}",0,1333-74-0,1564,H(2),2.01588,source column Mol. mass (unit not stated on table),"[""0"", ""1333-74-0"", ""1564"", ""H(2)"", ""2.01588""]",19
H2O,Water,"{""bbox_points"": [65.52, 517.8000000000001, 532.68, 562.8000000000001], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 19, ""source_file"": ""GES.PDF""}",0,7732-18-5,5947,H(2)O(1),18.0153,source column Mol. mass (unit not stated on table),"[""0"", ""7732-18-5"", ""5947"", ""H(2)O(1)"", ""18.0153""]",19
LArabinose,L-Arabinose; L(+)-Arabinose; Arabinose L(+),"{""bbox_points"": [65.52, 581.2800000000001, 532.68, 626.2800000000001], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 19, ""source_file"": ""GES.PDF""}",0,87-72-9,4,C(5)H(10)O(5),150.131,source column Mol. mass (unit not stated on table),"[""0"", ""87-72-9"", ""4"", ""C(5)H(10)O(5)"", ""150.131""]",19
LRhamnose,L-Rhamnose; L-Mannomethylose; Isodulcit; alpha-6-Deoxy-L(+)-mannose; 6-Deoxymannose,"{""bbox_points"": [65.52, 644.76, 532.68, 689.88], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 19, ""source_file"": ""GES.PDF""}",0,3615-41-6,8,C(6)H(12)O(5),164.158,source column Mol. mass (unit not stated on table),"[""0"", ""3615-41-6"", ""8"", ""C(6)H(12)O(5)"", ""164.158""]",19
LSorbose,L-Sorbose; L(-)-Sorbose; Sorbose L,"{""bbox_points"": [65.52, 57.0, 532.68, 102.12], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 20, ""source_file"": ""GES.PDF""}",0,87-79-6,7,C(6)H(12)O(6),180.158,source column Mol. mass (unit not stated on table),"[""0"", ""87-79-6"", ""7"", ""C(6)H(12)O(6)"", ""180.158""]",20
O2(g),Oxygen gas; Oxygen,"{""bbox_points"": [65.52, 120.60000000000002, 532.68, 165.60000000000002], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 20, ""source_file"": ""GES.PDF""}",0,7782-44-7,2559,O(2),31.9988,source column Mol. mass (unit not stated on table),"[""0"", ""7782-44-7"", ""2559"", ""O(2)"", ""31.9988""]",20
OH-1,Hydroxide ion,"{""bbox_points"": [65.52, 184.08000000000004, 532.68, 229.20000000000005], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 20, ""source_file"": ""GES.PDF""}",-1,14280-30-9,6558,H(1)O(1),17.0073,source column Mol. mass (unit not stated on table),"[""-1"", ""14280-30-9"", ""6558"", ""H(1)O(1)"", ""17.0073""]",20
Oxalic-2,Oxalate ion,"{""bbox_points"": [65.52, 247.56000000000003, 532.68, 292.68], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 20, ""source_file"": ""GES.PDF""}",-2,338-70-5,1241,C(2)O(4),88.0196,source column Mol. mass (unit not stated on table),"[""-2"", ""338-70-5"", ""1241"", ""C(2)O(4)"", ""88.0196""]",20
P(s),"Phosphorus; Phosphorus, white; Phosphorous, alpha; Phosphorous, cubic","{""bbox_points"": [65.52, 311.16, 532.68, 356.16], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 20, ""source_file"": ""GES.PDF""}",0,7723-14-0,166,P(1),30.9740,source column Mol. mass (unit not stated on table),"[""0"", ""7723-14-0"", ""166"", ""P(1)"", ""30.9740""]",20
S-2,Sulfide ion; Sulphide ion,"{""bbox_points"": [65.52, 374.64, 532.68, 419.64000000000004], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 20, ""source_file"": ""GES.PDF""}",-2,14127-58-3,466,S(1),32.0600,source column Mol. mass (unit not stated on table),"[""-2"", ""14127-58-3"", ""466"", ""S(1)"", ""32.0600""]",20
S(s),"Sulphur, alpha; Sulphur, orthorhombic; Sulphur; Sulfur, alpha; Sulfur, orthorhombic;
Sulfur; Sulfur-Rhmb","{""bbox_points"": [65.52, 438.12, 532.68, 493.43999999999994], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 20, ""source_file"": ""GES.PDF""}",0,7704-34-9,619,S(1),32.0600,source column Mol. mass (unit not stated on table),"[""0"", ""7704-34-9"", ""619"", ""S(1)"", ""32.0600""]",20
Se(s),"Selenium, trigonal; Selenium, grey; Selenium, black; Selenium, gamma; Selenium,
hexagonal (sic)","{""bbox_points"": [65.52, 511.8, 532.68, 567.12], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 20, ""source_file"": ""GES.PDF""}",0,7782-49-2,140,Se(1),78.9630,source column Mol. mass (unit not stated on table),"[""0"", ""7782-49-2"", ""140"", ""Se(1)"", ""78.9630""]",20
Sn(s),"Tin; Tin, white; Tin, tetragonal; Tin, beta","{""bbox_points"": [65.52, 585.6, 532.68, 630.6], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 20, ""source_file"": ""GES.PDF""}",0,7440-31-5,87,Sn(1),118.710,source column Mol. mass (unit not stated on table),"[""0"", ""7440-31-5"", ""87"", ""Sn(1)"", ""118.710""]",20
Tartaric-2,Tartrate ion,"{""bbox_points"": [65.52, 649.08, 532.68, 694.08], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 20, ""source_file"": ""GES.PDF""}",-2,,393,C(4)H(4)O(6),148.072,source column Mol. mass (unit not stated on table),"[""-2"", ""---"", ""393"", ""C(4)H(4)O(6)"", ""148.072""]",20
Te(s),"Tellurium; Tellurium, hexagonal","{""bbox_points"": [65.52, 57.0, 532.68, 102.12], ""doi"": ""10.5281/zenodo.7700024"", ""page"": 21, ""source_file"": ""GES.PDF""}",0,13494-80-9,71,Te(1),127.603,source column Mol. mass (unit not stated on table),"[""0"", ""13494-80-9"", ""71"", ""Te(1)"", ""127.603""]",21
